relation_id,sample_id,sha256,function_id,source_node,target_node,relation_type,tool,command_or_analysis_step,confidence,uncertainty_reason,evidence_label
V23-R-0000001,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,entry0,0x401128,0x4021ad,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401110; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000002,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401150,0x401150,0x401170,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401150; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000003,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401150,0x401150,0x40115d,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401150; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000004,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401150,0x40115d,0x401170,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401150; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000005,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401150,0x40115d,0x401167,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401150; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000006,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401150,0x401150,0x405050,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401150; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000007,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401150,0x401155,0x405050,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401150; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000008,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401150,0x401167,0x405050,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401150; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000009,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401180,0x401180,0x4011b0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401180; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000010,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401180,0x401180,0x40119f,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401180; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000011,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401180,0x40119f,0x4011b0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401180; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000012,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401180,0x40119f,0x4011a9,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x401180; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000013,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401180,0x401180,0x405050,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401180; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000014,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401180,0x401185,0x405050,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401180; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000015,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.00401180,0x4011a9,0x405050,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401180; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000016,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,entry.fini0,0x4011c0,0x4011e0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011c0; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000017,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,entry.fini0,0x4011c0,0x4011cd,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011c0; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000018,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,entry.fini0,0x4011c4,0x405068,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x4011c0; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000019,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,entry.fini0,0x4011d1,0x401150,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4011c0; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0000020,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,entry.fini0,0x4011d6,0x405068,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x4011c0; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0000021,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x4011f6,0x401222,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000022,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x4011f6,0x401214,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000023,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401214,0x40122c,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000024,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401214,0x401222,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000025,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401222,0x4012c5,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000026,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x40122c,0x401245,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000027,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x40122c,0x40123b,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000028,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x40123b,0x4012c5,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000029,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401245,0x40126e,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000030,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401245,0x401254,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000031,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401254,0x40126e,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000032,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401254,0x401267,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000033,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401267,0x4012c5,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000034,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x40126e,0x4012aa,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000035,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x40126e,0x40127d,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000036,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x40127d,0x4012a3,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000037,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x40127d,0x401290,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000038,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401290,0x4012aa,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000039,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x401290,0x4012a3,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000040,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x4012a3,0x4012c5,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000041,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x4012aa,0x4012c0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000042,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x4012aa,0x4012b9,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000043,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x4012b9,0x4012c5,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000044,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004011f6,0x4012c0,0x4012c5,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4011f6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000045,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004013bb,0x4013bb,0x4013e2,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4013bb; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000046,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004013bb,0x4013bb,0x4013d8,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4013bb; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000047,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004013bb,0x4013d8,0x401491,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4013bb; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000048,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004013bb,0x4013e2,0x40148d,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4013bb; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000049,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004013bb,0x4013e2,0x401486,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4013bb; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000050,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004013bb,0x401486,0x401491,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4013bb; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000051,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004013bb,0x40148d,0x401491,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4013bb; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000052,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x4018d6,0x401923,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4018d6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000053,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x40190f,0x401923,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4018d6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000054,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401923,0x40190f,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4018d6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000055,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401923,0x401929,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4018d6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000056,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401929,0x40195a,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4018d6; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000057,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401929,0x401955,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4018d6; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000058,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x4018fa,0x4010d0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4018d6; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0000059,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x4018fa,sym.imp.time,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0000060,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401901,0x4010c0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4018d6; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0000061,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401901,sym.imp.srand,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0000062,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x40190f,0x401100,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4018d6; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0000063,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x40190f,sym.imp.rand,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0000064,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401955,0x4010a0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4018d6; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0000065,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.004018d6,0x401955,sym.imp.__stack_chk_fail,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0000066,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x40195c,0x401a55,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000067,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x40195c,0x401985,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000068,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401985,0x401cf3,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000069,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401a55,0x401b96,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000070,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401a55,0x401a5f,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000071,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401a5f,0x401cf3,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000072,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401b96,0x401cee,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000073,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401b96,0x401ba0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000074,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401ba0,0x401cf3,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000075,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x401cee,0x401cf3,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x40195c; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0000076,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x40198c,0x4012c7,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x40195c; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0000077,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x40199c,0x401304,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x40195c; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0000078,ENIP34026-AFFECTED-GCC-O0-S,c1d46e25b56e960c6e2bb064105f48b0df953c4ef9a02f460917de00ec1910a7,fcn.0040195c,0x4019d8,0x40215c,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x40195c; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
