relation_id,sample_id,sha256,function_id,source_node,target_node,relation_type,tool,command_or_analysis_step,confidence,uncertainty_reason,evidence_label
V23-R-0001608,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40138a,0x4013bc,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001609,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40138a,0x4013b0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001610,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013b0,0x401432,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001611,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013b0,0x4013bc,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001612,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013bc,0x4013fa,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001613,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013bc,0x4013c5,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001614,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013c5,0x401465,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001615,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013fa,0x401465,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001616,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401432,0x401453,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001617,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401453,0x40138a,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001618,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401453,0x401465,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001619,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401465,0x4014a9,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4012b8; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001620,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40132b,0x40406a,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x4012b8; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0001621,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401344,0x404069,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x4012b8; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0001622,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401371,0x401100,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001623,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401371,sym.imp.sprintf,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0001624,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401371,sym.imp.sprintf,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0001625,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401380,0x4014d5,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001626,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40139c,0x4011f6,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001627,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013e4,0x401100,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001628,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013e4,sym.imp.sprintf,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0001629,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013e4,sym.imp.sprintf,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0001630,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013f3,0x4014d5,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001631,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40141c,0x401100,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001632,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40141c,sym.imp.sprintf,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0001633,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40141c,sym.imp.sprintf,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0001634,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40142b,0x4014d5,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001635,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40144e,0x401238,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001636,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40146d,0x4010c0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001637,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40146d,sym.imp.close,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0001638,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40148b,0x401100,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001639,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40148b,sym.imp.sprintf,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0001640,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40148b,sym.imp.sprintf,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0001641,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40149a,0x4014d5,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001642,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4014a4,0x4010e0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4012b8; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001643,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4014a4,sym.imp.pthread_exit,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0001644,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4014a4,sym.imp.pthread_exit,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0001645,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004014d5,0x4014d5,0x401502,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4014d5; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001646,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004014d5,0x4014d5,0x4014ec,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4014d5; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001647,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004014d5,0x4014ec,0x401502,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x4014d5; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001648,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004014d5,0x4014fd,0x4010b0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x4014d5; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0001649,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004014d5,0x4014fd,sym.imp.fputs,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0001650,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,main,0x40150d,0x4012b8,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x401505; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0001651,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40135f,0x4020e0:Server: Thread created for client ID: %d\n,string_reference,radare2 6.1.9 via r2pipe,izj; axtj @ 0x4020e0,HIGH,String presence/reference does not establish semantic security relevance.,DERIVED_EVIDENCE
V23-R-0001652,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x4013d2,0x402110:Modbus Server: client ID: %d has closed the connection\n,string_reference,radare2 6.1.9 via r2pipe,izj; axtj @ 0x402110,HIGH,String presence/reference does not establish semantic security relevance.,DERIVED_EVIDENCE
V23-R-0001653,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x40140d,0x402148:Modbus Server: Something is wrong with the  client ID: %d message Size : %i\n,string_reference,radare2 6.1.9 via r2pipe,izj; axtj @ 0x402148,HIGH,String presence/reference does not establish semantic security relevance.,DERIVED_EVIDENCE
V23-R-0001654,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,fcn.004012b8,0x401479,0x402198:Terminating Modbus connections thread\r\n,string_reference,radare2 6.1.9 via r2pipe,izj; axtj @ 0x402198,HIGH,String presence/reference does not establish semantic security relevance.,DERIVED_EVIDENCE
V23-R-0001655,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,0x4012b8,source:webserver/core/server.cpp::handleConnections,binary:0x4012b8,patch_affected_function_hint,radare2 6.1.9 via r2pipe,local NVD/Git function hint; nm -C; r2 afij,HIGH,"Maps function identity, not vulnerability activation or corrected behavior.",DERIVED_EVIDENCE
V23-R-0001656,SERVER46613-AFFECTED-GCC-O0-S,fc9c1bcd56020066cb13d7fb68e74901996882e5dd80f08d73497113e1abf1d6,0x4012b8,SERVER46613-AFFECTED-GCC-O0-U:handleConnections@0x4012b8,SERVER46613-AFFECTED-GCC-O0-S:0x4012b8@0x4012b8,symbol_to_stripped_mapping,radare2 6.1.9 via r2pipe,pre-strip counterpart address joined to r2 function,HIGH,Address mapping is exact for this copied strip pair only.,DERIVED_EVIDENCE
V23-R-0001657,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x5f80,0x7b90,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001658,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b20,0x7b54,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001659,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b20,0x7b37,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001660,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b37,0x7c98,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001661,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b37,0x7b41,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001662,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b41,0x7c20,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001663,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b41,0x7b4b,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001664,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b4b,0x7c00,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001665,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b4b,0x7b54,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001666,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b54,0x7cb0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001667,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b54,0x7b61,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001668,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b61,0x5f80,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001669,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b61,0x7b69,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001670,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b84,0x7b90,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001671,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b90,0x7b98,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001672,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b90,0x7b95,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001673,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b95,0x7b98,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001674,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b98,0x7b20,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001675,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7b98,0x7ba9,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001676,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7bc4,0x7b90,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001677,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7bf2,0x7b90,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001678,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7c00,0x7b54,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001679,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7c00,0x7c08,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001680,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7c20,0x7cc0,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001681,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7c20,0x7c28,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001682,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7c28,0x7c68,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0001683,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,section..text,0x7c28,0x7c2a,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x5f80; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
